Username,body,nonfl,money,humans,sad,past,Quant,anger,home,sexual,NEGEMO,inhib,family,space,filler,third_person,anx,negemo,number_words,swear,health,Numb,time,Affect,cause,friend,relig,number_classified_words,social,leisure,sensory,first_person,second_person,present,cognitive,POSEMO,work,ingest,motion,future,achieve,posemo,Openness,Extraversion,Neuroticism,Agreeableness,Conscientiousness
MarSiyaaa_Xoxo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.176028306059266,0.0,0.0,0.0,0.0,0.0,0.0,7.176028306059266,18088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.958204334365325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7821760283060595,0.0,0.0,0.0,0.0,0.0,4.7821760283060595,0.030564688868188045,0.005061649278062412,-0.009295521192361428,-0.022646025151373962,-0.010602707033069387
haber028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7927192193231365,0.0,0.0,0.0,0.0,0.0,0.0,4.7927192193231365,28898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.350128036542321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5574088172191844,0.0,0.0,0.0,0.0,0.0,4.5574088172191844,0.020408099050632886,0.006857874683544306,-0.004827251265822776,-0.00574494556962025,-0.002470279113924052
ASAP_BORN_WILD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.293382693197594,0.0,0.0,0.0,0.0,0.0,0.0,6.293382693197594,21610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.323924109208699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.030541416011106,0.0,0.0,0.0,0.0,0.0,4.030541416011106,0.010292411502632557,0.008770418793033637,-0.004279034021871201,-0.014705389631429696,-0.004814912515188329
rach2369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62530550855424,0.0,0.0,0.0,0.0,0.0,0.0,6.62530550855424,53190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.797330325249106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.172024816694868,0.0,0.0,0.0,0.0,0.0,5.172024816694868,0.029342100438153152,0.012152285979103486,-0.008584010448264257,-0.021724947084597206,-0.006526149983147991
_Owee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.975575321191585,0.0,0.0,0.0,0.0,0.0,0.0,5.975575321191585,56664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1146406889736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.139065367782013,0.0,0.0,0.0,0.0,0.0,5.139065367782013,0.019739697560087397,0.010490416970138387,-0.004569117261471212,-0.02065248033503282,-0.005319812090313176
rosycheeksx3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.229070954568657,0.0,0.0,0.0,0.0,0.0,0.0,5.229070954568657,31344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.199719244512506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.970648289943849,0.0,0.0,0.0,0.0,0.0,4.970648289943849,0.025583263740317226,0.016991733677609765,-0.007509286978974544,-0.01396748063445226,-0.003533380302471408
iamChoan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8704612365063786,0.0,0.0,0.0,0.0,0.0,0.0,2.8704612365063786,8152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.121197252208047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2507360157016683,0.0,0.0,0.0,0.0,0.0,3.2507360157016683,0.009209501244813276,0.007713229875518677,0.00037401576763485477,-0.00013035186721991707,0.0037271925311203324
EvryoneH8sChris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.982274599980838,0.0,0.0,0.0,0.0,0.0,0.0,4.982274599980838,198303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.034169931871933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.051895331891096,0.0,0.0,0.0,0.0,0.0,3.051895331891096,0.021622252999200273,0.011073691015729031,-0.0061015368568382135,-0.01630732991202336,-0.004944613169821421
daniellejdougs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.982616296008546,0.0,0.0,0.0,0.0,0.0,0.0,6.982616296008546,10297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.178304360493348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.195688064484801,0.0,0.0,0.0,0.0,0.0,5.195688064484801,0.018643298859934848,0.013613266286644962,-0.014464813517915297,-0.023199393322475562,-0.010124792345276858
GinaRegatuso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.408216328653146,0.0,0.0,0.0,0.0,0.0,0.0,5.408216328653146,5769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.857687640838966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4494713121858207,0.0,0.0,0.0,0.0,0.0,3.4494713121858207,0.023946932299012683,0.0047645952045133975,-0.009558344146685473,-0.008434743300423136,-0.004609998589562766
SongeLoveJordan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.027352485807673,0.0,0.0,0.0,0.0,0.0,0.0,7.027352485807673,34878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.056310568266529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.028958082458857,0.0,0.0,0.0,0.0,0.0,5.028958082458857,0.03370061403508778,0.016832941212680856,-0.008019061865189265,-0.03241401754385969,-0.011263244998461071
LustinJarson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.892761394101877,0.0,0.0,0.0,0.0,0.0,0.0,4.892761394101877,17904.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.578865058087578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.686103663985701,0.0,0.0,0.0,0.0,0.0,4.686103663985701,0.021766921401236327,0.006659939652634671,-0.004888076243744476,-0.004994329408301444,-0.004625938180747725
taylornicole396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.581169263550406,0.0,0.0,0.0,0.0,0.0,0.0,4.581169263550406,7509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82820615261686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.247036889066454,0.0,0.0,0.0,0.0,0.0,5.247036889066454,0.013227428815004267,0.009724449275362314,-0.005658247229326515,-0.0035643930093776748,-0.0007545933503836313
WhoTfIsBobby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.492292482882355,0.0,0.0,0.0,0.0,0.0,0.0,5.492292482882355,27311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.025264545421258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.532972062538904,0.0,0.0,0.0,0.0,0.0,4.532972062538904,0.014030334734313993,0.014018701290903627,-0.0037640609426598617,-0.013684687181026702,-0.006241866106274376
