Username,body,nonfl,money,humans,sad,past,Quant,anger,home,sexual,NEGEMO,inhib,family,space,filler,third_person,anx,negemo,number_words,swear,health,Numb,time,Affect,cause,friend,relig,number_classified_words,social,leisure,sensory,first_person,second_person,present,cognitive,POSEMO,work,ingest,motion,future,achieve,posemo,Openness,Extraversion,Neuroticism,Agreeableness,Conscientiousness
chessymarie16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.992840411897291,0.0,0.0,0.0,0.0,0.0,0.0,5.992840411897291,22627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59795819154108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6051177796437885,0.0,0.0,0.0,0.0,0.0,4.6051177796437885,0.023819653364116053,0.011592462730870747,-0.007802376649076518,-0.010655712071240109,-0.006482250329815305
Hello_Chevyy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.411364013955807,0.0,0.0,0.0,0.0,0.0,0.0,6.411364013955807,120380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.747964778202359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.336600764246553,0.0,0.0,0.0,0.0,0.0,6.336600764246553,-7.142792982454792e-05,0.023290161473684234,-0.008133750807017514,-0.01775257782456129,-0.006151558385964995
CauriePutnam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.695074865806573,0.0,0.0,0.0,0.0,0.0,0.0,1.695074865806573,10619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.759676052358979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.064601186552406,0.0,0.0,0.0,0.0,0.0,6.064601186552406,0.020075281337047356,0.008029579387186632,0.0013985779944289689,0.014171298050139277,0.013849441504178264
nthom7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.521018354055654,0.0,0.0,0.0,0.0,0.0,0.0,5.521018354055654,6756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.058614564831261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.537596210775607,0.0,0.0,0.0,0.0,0.0,3.537596210775607,0.03522436979166665,0.008623059027777775,-0.009391409722222223,-0.009084779513888891,0.0001585659722222218
nik_mooney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.42068079640334,0.0,0.0,0.0,0.0,0.0,0.0,5.42068079640334,23355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.439306358381502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0186255619781632,0.0,0.0,0.0,0.0,0.0,3.0186255619781632,0.00999726447816654,0.009469265716940239,-0.004029550634871474,-0.007722936822545674,-0.002284878909879222
erica_dibble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.792917628945343,0.0,0.0,0.0,0.0,0.0,0.0,5.792917628945343,20784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53618167821401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.743264049268668,0.0,0.0,0.0,0.0,0.0,3.743264049268668,0.03176754638694639,0.008013125407925406,-0.009908763636363631,-0.010498544522144528,-0.0034861244755244763
EricHinman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9128251939753537,0.0,0.0,0.0,0.0,0.0,0.0,0.9128251939753537,4382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.366955727978092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.454130534002738,0.0,0.0,0.0,0.0,0.0,5.454130534002738,0.0168343074433657,0.008327249190938512,0.0019336925566343036,0.009390828478964398,0.011957666666666672
rachelcolaneri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.547984013760307,0.0,0.0,0.0,0.0,0.0,0.0,4.547984013760307,19767.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.908787372894217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36080335913391,0.0,0.0,0.0,0.0,0.0,4.36080335913391,0.029865437726098207,0.010002879586563313,-0.008663146253229972,-0.00665969560723515,0.0007413405684754529
briii_xoxo23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5121327234669355,0.0,0.0,0.0,0.0,0.0,0.0,6.5121327234669355,12899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.636560973718893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.124428250251958,0.0,0.0,0.0,0.0,0.0,5.124428250251958,0.018277392538097695,0.010851572779821343,-0.0067184088281660535,-0.005395347346295326,-0.00222621597477667
essdeebee511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.559984057393383,0.0,0.0,0.0,0.0,0.0,0.0,5.559984057393383,15054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.096984190248438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.537000132855055,0.0,0.0,0.0,0.0,0.0,4.537000132855055,0.03285772922437671,0.010470191135734068,-0.0116378746537396,-0.01059271260387812,-0.005818645429362878
